,0,1,2,3,4
0,0.2167892054176161,-0.07755519328342649,-0.0720680525974599,0.049626035657463215,-0.011807082444908516
1,0.11760447873952282,0.23009738245192268,0.1104308652709258,0.2341240122321403,-0.10502707509106927
2,0.15744912985907428,0.08599133036137181,-0.011505388359109924,-0.11222351894870422,-0.0040330685134917655
3,0.0005927144964304103,-0.0003814738935701371,0.0008006263109893404,1.526284741718324e-05,-0.0003703548450215155
4,0.06461724882699268,0.09038054917014227,0.04375187970653251,0.07893816008952226,-0.03839598914083562
5,0.10469656057787936,-0.03330843826943835,0.04409655931141762,-0.039934722406503184,0.11991199805019856
6,0.0030543049249728187,0.0014190862311587807,-0.0007444679608346256,-0.000807559415284632,0.0027848562460223653
7,0.1502745000750541,-0.03845226730581139,0.029148970189274398,0.015019646169184008,0.018258052565164506
8,0.1712315561419371,0.09515526548618332,0.0471315568373023,0.11640310817891628,0.06470531634711724
9,0.2195321173941698,-0.035662656121129066,-0.1722331896440542,-0.01269586595819975,0.03826188962165913
10,0.20163309026005694,-0.1306749016200617,0.283810422890985,-0.033263176582807495,-0.053734213930206165
11,0.3188946706499589,0.13546740907187493,0.09508950237464175,0.32814132237612115,-0.09737709942477794
12,0.07091544086787668,0.054255543932315874,0.022135169300881923,0.006570335358340926,-0.06342968885486774
13,0.11416219930744673,0.010394713859802125,-0.02318845954538374,-0.004182990410192659,0.0775935640540169
14,0.05210327491464789,-0.022069622488656612,0.07045035625396136,-0.03778143706441305,0.08369136920932754
15,0.03081880013296693,0.008838106843250157,0.031886108794748125,-0.0004640162813778887,0.033195531750720736
16,0.21897053359665639,0.02020749377613587,-0.07634192659914202,0.0022263721913231907,0.10415693639502616
17,0.17875887286061723,0.081408726834765,-0.0363517630012878,-0.030248029537149355,-0.017802404479780758
18,0.08994950367343346,-0.10164687240735909,0.08570765369390734,-0.051554440071774586,-0.054880306270787264
19,0.23852212737405953,-0.023291920376291977,0.05274069910587027,-0.001801484084011401,-0.14790038226663202
20,0.052893299714605144,0.08064136370880653,0.024626021492269036,0.004831169806340494,-0.0732180596962768
21,0.11700359446702902,-0.023186326057390877,0.050046704107555726,0.010482007578079818,-0.044515951159532746
22,0.21491076710658452,-0.012273615498888613,-0.086344572270764,0.09031355779164449,0.015736358116614276
23,0.12136483883181934,-0.01859422892552328,-0.07633458832217713,0.014309042934641579,0.07590968192815112
24,0.02844088138544057,-0.036603267481439106,0.02586584106169776,0.02954702351323612,0.0497958398588498
25,4.098300578357576e-16,1.8345241240958242e-12,-2.2436565392945723e-11,3.754448762011623e-11,3.7377912423782135e-11
26,0.14397120510142433,-0.0994016756475903,-0.02097387476209596,-5.304230621175007e-05,0.026298981571237792
27,0.06939835005212751,-0.0032133776586224802,0.03884264833781766,-0.029499658996995005,0.04161571382038914
28,0.027225690149688564,0.013754133251823819,-0.023576814376604714,-0.011070286142988495,0.00915218236549594
29,0.24763657316817939,0.09943929659977559,-0.06180464132946278,-0.27177325907401473,0.05413004698944397
30,0.05613493500950746,0.02217717733114407,-0.006609738532733918,-0.0324822386219552,0.0316135794619398
31,0.12809191927450697,0.04462809431987548,-0.050514518187112854,0.034643403230837005,-0.0815572540918528
32,0.1385108020523385,-0.02294830051926304,-0.08583299728610962,0.06551416181881409,0.007485830267122637
33,0.0227929973279824,0.031249220224278715,0.04935963414123512,0.03005422864980189,0.12065418143982867
34,0.10473476568382487,0.14095383583937016,0.08902054476499732,-0.04707598924611622,-0.04707100802810313
35,0.28213739537504556,-0.04268035645047678,-0.07684979112484895,-0.1289228442709596,-0.005770545127458639
36,0.060906354103116636,0.05141380765241709,-0.010059504435793561,-0.11185803211490752,-0.0008125400646257584
37,0.06028683499095229,0.06342758425054909,-0.015334574593664507,-0.02689914636904471,0.02466612542435512
38,0.17665705636921583,-0.11879734557555391,0.02030196956251082,0.015669370300350153,-0.0663920689127793
39,0.11585487217881546,0.0935900024881281,0.12954621137498892,0.046341316696601006,0.09658595128676926
40,0.013337443259560752,-0.007844898265919635,0.007048144504340686,0.001752377927592438,0.007289708310348804
41,0.018222045873664407,0.02584610038831666,-0.008609456791044726,-0.0177856245576694,0.0012523546361193393
42,0.07706874189364188,0.06344094381618821,-0.0077694113066593545,-0.10776136446476284,-0.001993834539343582
43,0.17334227558500895,0.14019329350313434,0.06447553587535594,-0.1659921735191499,0.04544320058052568
44,0.05687210337451427,0.03682471624698869,0.012677528836751387,-0.004516790907752485,0.04921510499353464
45,0.14477903081209736,0.0510078224414892,-0.03894243411021242,0.0008783323961338921,-0.09229694632800785
46,0.17404571111354777,0.06656196150530228,-0.0291135692366679,-0.05892184276351828,0.013939979057514318
